CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CYPF9028,,"Tameio Pronoias Dimoy Sotiras",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF2339,,"TAMEIO PRONOIAS EKTELESTIKON SYMVOYLON TIS ETAIREIAS FARMAKEIO ANDREAS & KOYLLA PONTOY LIMITED",,"Eleytherias 27 THI, Anthoypoli,  2304 Nicosia, 2304, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
CYPF1553,,"TAMEIO PRONOIAS EMMISTHON LAIKOY KINIMATOS",,"PO BOX 21827,  1513  Nicosia, 1513, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF2616,,"TAMEIO PRONOIAS EMMISTHOY PROSOPIKOY TIS ETAIREIAS BLUE ICE NAVIGATION CO LTD",,"PO BOX 57460,  3316  Limassol, 3316, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
CYPF1419,,"TAMEIO PRONOIAS ERGATIKOY PROSOPIKOY ELLINIKON EKPAIDEYTIRION KATO PYRGOY",,"Nikolaoy Papageorgioy 6, Kato Pyrgos,  2940 Pafos, 2940, PAFOS",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CYPF1481,,"TAMEIO PRONOIAS ERGATIKOY PROSOPIKOY SCHOLIKIS EFOREIAS GEROSKIPOY",,"THessalonikis 3, Geroskipoy,  8201 Pafos, 8201, PAFOS",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CYPF9016,,"Tameio Pronoias Ergatikoy Prosopikoy toy Symvoylioy Apocheteyseon Lemesoy Amathoyntos",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CYPF9123,,"Tameio Pronoias Ergatikoy Prosopikoy toy Symvoylioy Apocheteyseon Leykosias",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CYPF9024,,"Tameio Pronoias Ergaton & Ypallilon Dimoy Pafoy",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CYPF9027,,"Tameio Pronoias Ergaton Dimoy Pafoy",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
CYPF3346,,"TAMEIO PRONOIAS ERGATON I MI SYNTAXIMON YPALLILON KOINOTIKOY SYMVOYLIOY KOYKLION PAFOY",,"Michalaki CHristodoyloy 4, Koyklia,  8500 Pafos, 8500, PAFOS",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CYPF3395,,"TAMEIO PRONOIAS ERGATON I MI SYNTAXIMON YPALLILON S.A.PA.",,"PO BOX 60474,  8103  Pafos, 8103, PAFOS",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CYPF2786,,"TAMEIO PRONOIAS ERGATON KAI YPALLILON TOY DIMOY PAFOY",,"0 28IS OCTOVRIOU, 8100, PAPHOS",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CYPF3477,,"TAMEIO PRONOIAS ERGATON KYPRIAKOY ORGANISMOY ATHLITISMOY",,"LEOFOROS MAKARIOU ATHLITIKOU KENTRO,1 EGKOMI, 2400, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CYPF1240,,"TAMEIO PRONOIAS ERGATOYPALLILIKOY PROSOPIKOY THAMIRA FOYT MANOYFAXIARERS LTD",,"45, KENNENTY1076 LEFKOSIANICOSIA, 1076, LEFKOSIA",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
CYPF9023,,"Tameio Pronoias Ergatoypallilon Dimoy Aglantzias",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
CYPF983,,"TAMEIO PRONOIAS ERGATOYPALLILON ETAIREIAS P  CHARAKIS LTD",,"PO BOX 53180,  3301  Limassol, 3301, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF1333,,"TAMEIO PRONOIAS ERGATOYPALLILON ETAIREIAS PANTELIS KAOYRIS & YIOS LIMITED",,"PO BOX 53211,  3301  Limassol, 3301, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CYPF593,213800DQA1ZXQ5RXUW52,"TAMEIO PRONOIAS ERGATOYPALLILON MELON SEK",,"Leoforou Strovolou 11, 2018, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CYPF1922,,"TAMEIO PRONOIAS ERGATOYPALLILON SEMESCO CO  LTD",,"180 EIRINIS  TALFO COURT  APT. 301, 3022, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CYPF2627,,"TAMEIO PRONOIAS ERGATOYPALLILON TIS ETAIREIAS PARTY ICE & PARTY TIME ICE LTD",,"PO BOX 12525,  2250  Nicosia, 2250, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CYPF1909,,"TAMEIO PRONOIAS ERGATOYPALLILON TIS ETAIREIAS VIOSTIC CHEMICALS LTD",,"PO BOX 22446,  1521  Nicosia, 1521, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CYPF3511,,"TAMEIO PRONOIAS ERGATOYPALLILON TOY KOINOTIKOY SYMVOYLIOY PERA PEDIOY",,"Anexartisias 2, Pera Pedi, 4779, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CYPF1882,,"TAMEIO PRONOIAS ERGATOYPALLILON TOY OIKOY LABELEX LIMITED",,"PO BOX 55149,  3820  Limassol, 3820, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CYPF167,,"TAMEIO PRONOIAS ERGATOYPALLILON UNITED PLASTICS (LORDOS) LTD",,"PO BOX 51358,  3504  Limassol, 3504, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
CYPF3436,,"TAMEIO PRONOIAS ERGAZOMENON EVEA",,"PO BOX 53124,  3300  Limassol, 3300, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CYPF3259,,"TAMEIO PRONOIAS ERGODOTOYMENON IDIOTIKOY NOSOKOMEIOY POLYKLINIKI YGEIA DIMOSIA ETAIREIA LTD",,"NAFPLIOU LIMASSOL, 3025, Limassol",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
CYPF3175,,"TAMEIO PRONOIAS EUC & CC",,"PO BOX 22006,  1516  Nicosia, 1516, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CYPF2437,,"TAMEIO PRONOIAS GIA TO PROSOPIKO TIS ETAIREIAS UNIWHEELS CAR RENTALS LTD",,"PO BOX 56271,  3305  Limassol, 3305, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF3166,,"TAMEIO PRONOIAS GIA TOYS DIEYTHYNTES TIS ETAIREIAS A V  PREMIERSOFT LIMITED",,"116, Nikou and Despoinas Pattichi, 3070, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
CYPF2414,,"TAMEIO PRONOIAS GIA TOYS DIEYTHYNTES TIS PRICEWATERHOUSECOOPERS LIMITED",,"Julia House, THemistokli Dervi 3,  1066 Nicosia, 1066, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF3288,,"TAMEIO PRONOIAS GIA TOYS YPALLILOYS TIS AB PCO INVESTMENT LIMITED",,"Spyroy Kyprianoy 18, Ktirio Paraskeyaidis, Gr. 401,  1075 Nicosia, 1075, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CYPF2680,254900V6NOP4H44TIQ78,"TAMEIO PRONOIAS GIA TOYS YPALLILOYS TIS ALLIOTT PARTELLAS KILIARIS LIMITED",,"77 Strovolos Avenue, 1687, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CYPF1888,213800G2EM4GPKPP8R26,"TAMEIO PRONOIAS GIA TOYS YPALLILOYS TIS C A C PAPANTONIOU LIMITED",,"Leof. Ellados 1,  8020 Pafos, 8020, PAFOS",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CYPF1913,,"TAMEIO PRONOIAS GIA TOYS YPALLILOYS TIS EPITROPIS KEFALAIAGORAS",,"PO BOX 24996,  1306  Nicosia, 1306, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
CYPF1086,213800G91ZB1D1FZKQ72,"TAMEIO PRONOIAS GIA TOYS YPALLILOYS TIS PRICEWATERHOUSECOOPERS LIMITED",,"PO BOX 21612,  1591  Nicosia, 1591, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF2885,,"TAMEIO PRONOIAS GIA TOYS YPALLILOYS TIS QUANTUM PACIFIC MANAGEMENT LIMITED",,"PO BOX 58352,  3733  Limassol, 3733, LIMASSOL",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CYPF3297,,"TAMEIO PRONOIAS IATRON OGKOLOGIKOY KENTROY TRAPEZAS KYPROY",,"Leof. Akropoleos 32, Strovolos,  2006 Nicosia, 2006, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CYPF3136,,"TAMEIO PRONOIAS IERAS MONIS KYKKOY",,"PO BOX 24850,    Nicosia, 2409, NICOSIA",Defined contributions,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CYPF9039,,"Tameio Pronoias Koinotikoy Symvoylioy Aygoroy",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CYPF9047,,"Tameio Pronoias Koinotikoy Symvoylioy Empas",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CYPF9040,,"Tameio Pronoias Koinotikoy Symvoylioy Eyrychoy",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CYPF9041,,"Tameio Pronoias Koinotikoy Symvoylioy Kakopetrias",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CYPF9048,,"Tameio Pronoias Koinotikoy Symvoylioy Kissonergas",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CYPF9042,,"Tameio Pronoias Koinotikoy Symvoylioy Koyklion",,"",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
